summary,text
顧客が間違った番号にお金を支払ったため、ID を元に戻したいと考えています。エージェントは、名前、取引金額、電話番号、ID 番号を DM で提供するよう顧客に通知しました。,顧客: 間違ったレジ番号にお金を支払いました..id LKUCFY05K8 担当者: トランザクション ID が正しくありません。ご確認の上、正しい ID をお知らせください。 ^ST 顧客: ID は LKUCFYO5K8 エージェント: これは正しくありません。可能であれば、メッセージのスクリーンショットを共有してください。 ^KD 顧客: 正しい ID は LKU6FY05K8 エージェント: まだ間違っています。お名前、取引金額、電話番号、ID 番号を DM でお知らせください... エージェント: 続き... リバース アシスタンス。 ^CK お客様: 上の方
顧客は、Facebook の使用中にポップアップ通知が表示されることに不満を持っています。エージェントは、さらなる支援のために顧客を DM に更新しました。,顧客: 私が読み込もうとしているものを愚かなスピン ゲームのがらくたでブロックするのはやめてください。ありがとうエージェント: こんにちは！特定のアプリまたはモバイル ブラウザを使用しているときに、このポップアップが表示されますか? -NL 顧客: Facebook。実際、私はちょうど Facebook を使っていたのですが、リンクを見ようとしたときに同じことが起こりました。右上隅に x がないので、再度開く必要がありました エージェント: これは Facebook を使用している場合にのみ発生しますか?これは、他のアプリやサイトを使用しているときに発生しますか? -KW 顧客: 今のところ Facebook だけで、Twitter のリンクはめったに見ません。戻ってみると、2 回目はそこにありません エージェント: Facebook アプリを使用していますか、それともモバイル ブラウザを使用していますか? -KW 顧客: アプリ エージェント: ポップアップをクリックすると、サイトにリダイレクトされますか? -KA 顧客: 明らかに、クリックしているのではなく、取り除こうとしています。エージェント: 完全に理解しています。ダイレクトメッセージをお送りください。さらにサポートさせていただきます。 -KA
顧客は製品のコストの上昇に腹を立てています。エージェントは、フィードバックが報告されたことをお客様に伝えます。,顧客: 私はお金の問題を抱えているというクソ死にうんざりしています、私は 21 歳で、何もしませんが、お金を求めて泣くだけです。 !顧客: 私は非常に怒っています。また、テスコは自社製品のコストを上げ続けており、私たちが気付かないと思っていますか?あなたは安定したペースで 1 ペンス、5 ペンス、10 ペンスずつコストを上げて私の人生をゆっくりと台無しにしています。エージェント: こんにちは、コリーン、大変申し訳ありません。サプライヤが価格を引き上げた場合、お客様に大きな影響を与えないように、私たちは実際に打撃を受けようとしていますが、残念ながら、わずかな値上げは必然的に価格に影響を与えます! 1/2 エージェント: レビューのためにこれを記録できるように、あなたが言及している特定のアイテムがあるかどうか尋ねてもよろしいですか?もしそうなら、私に知らせてください！敬具 - Martin 2/2 顧客: それはあなたの tesco 自身のブランドのアイテムが増えています!私と私のパートナーはあなたと一緒にオンラインで食べ物を注文し、何ヶ月も幸せに過ごしてきました。約 2 か月前から今まで、テスコ ブランドのアイテムの価格が 5 ペンスから 20 ペンスに値上げされていることに気付きました。非常に残念です。詳しくお調べいたします。ありがとう - ジェマ。顧客: 直接メッセージを送信して、それについて詳しく話してもよろしいですか?エージェント: もちろん、Coleen に DM を送ることもできます。次のリンクを使用して、懸念事項について詳しく話し合ってください。 TY - Struan :) 顧客: ありがとう！返信しました エージェント: こんにちは、コリーン、あなたの DM に返信しました。 TY - クリス 顧客: ありがとう、私もüòä エージェント: こんにちは、コリーン、私に戻ってきてくれて本当にありがとう。フィードバックをここに報告しました。他にご不明な点がございましたら、お気軽にお問い合わせください。よろしくお願いします - ロスのお客様: この件について何かしていただけますか?なぜあなたがそれをして解決したのかを説明する代わりに、私が言ったことを記録するよりも、少し良い反応を期待していました。
スタッフの旅行予約に関するお客様からの問い合わせ。エージェントは、さらなる支援のために MyIDTravel に連絡するよう通知されました。,顧客: MyIDTravel を通じて発行されたスタッフの旅行チケットについてサポートが必要です。フォローバックできますか？ありがとう エージェント: やあ、ギレルモ。スタッフの旅行の予約をお手伝いすることはできません。これについては、スタッフ旅行に直接連絡する必要があります。 ^ Beth Customer: 連絡先の電話番号またはメールアドレスを教えていただけますか?ありがとう！エージェント: ギレルモさん、こんにちは。 ^キットのお客様: MyIDTravel に問題はなく、BA に直接連絡するように依頼されました。未使用のチケットの払い戻しをいくつかリクエストしました エージェント: 本当に申し訳ありませんギレルモ.私たちはあなたを助けることができません。 MyIDTravel には、お客様を支援するための連絡先番号があります。 ^Kit のお客様: MyIDTravel に連絡したところ、BA が払い戻しを手伝ってくれる必要があるとのことです。私が使用できる電話番号または電子メールを入力してください。エージェントに感謝します: こんにちはギレルモ、以前にアドバイスされたように、これは私たちが支援できないものです. MyIDTravel または 1/2 エージェントに連絡してください: 雇用している航空会社と内部的に話してください。 2/2 ^デビッド
お客様から、100 カロリー未満は関係ないとの質問がありました。エージェントはバーコードの送信を求めます。,顧客: それは「少ない」べきではありませんか?エージェント: こんにちはニック、申し訳ありませんが、もっと少なくすべきだと思うところを詳しく教えていただけますか?あなたのフィードバックをサプライヤーに記録できますか?ありがとう - ブルック 顧客: 「100 カロリー未満」 エージェント: こんにちは、ニック、「1 袋あたり 100 カロリー未満」ということですか? パックの下部にあるガイドラインを見ると、90 カロリーと表示されています。 Ty、Andy 顧客: はい. 問題は、'100 カロリー未満' は文法が正しくないということです. 私の知る限り、それは '100 カロリー未満' であるべきです. 90 カロリーという事実は関係ありません! エージェント: こんにちはニック. 混乱させて申し訳ありません. 「未満」が間違っていることに完全に同意します. おそらく「100 カロリー未満」も別の選択肢になるでしょう. バーコードを送っていただけますか.ありがとう - キャメロン 顧客: ありがとう! エージェント: ありがとう、ニック! :) こんばんは. - アイシャ
お客様は火曜日のサービスで Jodie が推奨する T491204T を見つけるのに苦労していますが、在庫がありません。エージェントは、在庫のあるストアに詳細を更新し、失望させられたことをお詫びします。,顧客: 火曜日のサービスで Jodie が推奨する T491204T を見つけるのに苦労しています。在庫切れで困っています。ヘルプ！エージェント: こんにちは、ジョー、探している色とサイズは?オンラインでの締め切りはもうありません。ありがとう！顧客: こんにちは。ラクダで 16 か、おそらく 18 を探しています。私はグロスターシャーに住んでいるので、マイク半径 75 以内のどこにでもいます。助けてくれてありがとう. 顧客: そして、私は両方の在庫を示しているスウィンドンに行ってきましたが、彼らはそれらを持っていません.エージェント: やあ、ジョー、ベビーベッド コーズウェイ ストアは、サイズ 16 の在庫がある最寄りのストアです。特別な訪問をする場合は、ヘッドに電話してください&gt; 0117 904 4444 顧客: こんにちは。ありがとう。事前に電話したところ、昨日倉庫に返品されました！とにかく倉庫から取り出せるものはありますか？ üôÇ。ありがとう！エージェント: 残念ながら、別の場所に割り当てられるため、ストアに戻すことはできません.失望させて申し訳ありません。ありがとう 顧客: こんにちは。あなたの助けに感謝します.あなたが何かを宣伝するのは残念です.オンラインに在庫がありません。店舗に在庫があり、見つけようとすると消えます。特に、独自のスタイリングサービスの1つからこのコストを取得するように勧められた後.エージェント: がっかりさせてしまい申し訳ありません。Jo の製品は在庫状況に左右されるため、常に在庫があるとは限りません。 . 1/2 エージェント: 。 . .特定の地域での可用性を保証することができますが、同様のものがすぐに見つかることを願っています。ありがとう 2/2
お客様は、モデムをテストし、以前は Wi-Fi を使用していたのに、Wi-Fi を取り外すように求められた理由を説明するよう不平を言っています。エージェントの更新により、DM 経由でアカウント番号が提供され、URL 経由でエージェントに関するフィードバックを送信できます。,顧客: ねえ、私があなたのモデムをテストするように言われたのに、私が以前持っていた私の wifi をあなたが取り上げた理由を説明してくれませんか?今、あなたはもっと$$が欲しいですか?? ?エージェント: おはようございます。喜んでご検討させていただきます。問題のトラブルシューティングを行うために私たちと協力したか、それとも気が変わったか... 顧客: はい、あります。 DoS 攻撃を受けており、ネットワーク セキュリティから、モデムを少し使用するように言われました。今、私は顧客を持っていると言われています：無線LANを得るために支払う.私は自分のモデムでwifiを持っていました。テストするように言われたので、私はあなたのモデムを使用しているだけです。エージェント: 私たちが別のモデムを勧める理由の 1 つは、別のデバイスを別のモデムに接続するときです.私が話をしたあなたの会社の 15 人に 1 人も請求について話したことはありません。エージェント: DM でアカウント番号を教えていただければ、エージェントに関するフィードバックを送信できます...
顧客は 1405 の列車の遅延について尋ねています。エージェントは、遅延は回線上の侵入者によるものであると応答します。,顧客: 1405 New St to Lich City はどうしたの?エージェント: 不法侵入者のせいで遅れています。謝罪いたします。顧客: 滑りやすいレールや作業中の列車からの変更を行っていると思いますが、「乗務員」が現れないのはなぜですか?エージェント: フォー オークスで列車を方向転換し、時間通りに再出発できるように、早く終了します。客: では、乗客をリッチフィールドに連れて行きますか?よくやった！あなたのサービスは全くの混乱です！エージェント: そのサイモンについては申し訳ありません。混乱を引き起こす線路上に人がいました。リッチフィールドまで走ったら..1/2 エージェント: ..その列車は残りの日は遅れて走り、他の列車に遅れが生じます。ご迷惑をおかけして申し訳ありません 顧客: 後で遅延のすべての新しい言い訳を考え出す必要があります! LM クロスシティ契約の最後にロールバックします. 私が望むように遅延することはできません!
顧客は、2009 年 19 月 19 日に請求を提出するための支援を求めており、20 日以内に回答を得ると言われています。エージェントは、ケースとアンプを受け取ったことを更新しました。できるだけ早く連絡します。,顧客: 2009 年 19 月 19 日にクレームを提出し、20 日以内に回答を得ると言われました。それ以来沈黙。いつ連絡しますか？エージェント: こんにちはエスター。 20 日以内に返信することを目指していますが、現在は未処理のため、それよりも時間がかかっています。これにつきましては申し訳ございません。できるだけ早くご連絡いたします。顧客: 未処理分のため最大 20 日かかると言われましたが、矛盾する情報を取得しているため、これは正しいことです。エージェント: それが私たちの目標でしたが、現在、一部のケースではそれ以上の時間がかかっています.お電話いただければ、より早くアドバイザーとケースについて話し合うことができます。顧客: いつ顧客にこのことを知らせるつもりでしたか? 20 日が変更された場合、さらに 2 日、数週間、または数か月、何が期待できますか?お客様： ？？ ?エージェント: これに関するあなたのフィードバックをお伝えします。現在、当社のカスタマー サポート チームは請求の処理に専念しているため、完了して返信することができます。 顧客: では、元の質問に戻りますが、いつ回答を期待できますか? 「できるだけ早く」は受け入れられる時間枠ではありません。エージェント: 時間枠を教えていただきたいのですが、恐れ入りますができません。お客様のケースを受け取りました。できるだけ早くご連絡いたします。再度お詫び申し上げます。
顧客は予約を午後から午前に変更したいと考えており、エージェントのサポートで追加料金なしで予約を変更したと言っています。エージェントは、リスクのないキャンセル時間だったので、顧客は料金なしでオンラインで予約を変更できると言っています.,顧客:昨夜、SYR から ATL への R/T を予約しました。帰りは午後ではなく午前だと思っていました。変更する方法はありますか？エージェント: Terri さん、確認番号をお知らせください。私は確かにあなたのためにチェックします。 *HCA 顧客: h886nd エージェント: ありがとうございます。 *HCA エージェント: テリー、この確認番号は機能していないようです。再確認できますか？ *HCA 顧客: H8B6ND エージェント: ...新しいフライトの料金に違いがあります。それについてはお客様の責任となります。 *HCA 2/2 エージェント: テリー、あなたはまだリスクフリーのキャンセル期間中です。変更手数料なしでオンラインで変更できます。しかし、もし... 1/2 顧客: リスクフリー期間はいつ終了し、違いがあることをどのように知ることができますか?客：料金は？エージェント: テリーさん、こんにちは。リスクのない期間は、予約後 24 時間が経過した時点で終了します。 *TDL カスタマー: ご協力ありがとうございます。追加料金なしでフライトを変更しました。エージェント: 楽しい夜をお過ごしください! *TDL 顧客: あなたも。エージェント: ありがとう、気をつけて！ *TMB
Verizon ライブチャットがアプリで機能しないという問題が発生しています。エージェントは、My Fios アプリのチャットは Facebook メッセンジャーを介して送信されることをお客様に伝えます。,顧客: Verizon Live Chat がアプリで機能しないのはなぜですか?エージェント: こちらでお手伝いできます。サービスに関してどのような問題がありますか? ^KMG 顧客: どのオプションを選択しても、アプリのライブ チャットがチャットを開始しません。アプリがダウンしていませんか？エージェント: どのアプリを使用していますか? ^KMG 顧客: 私の Fios アプリ エージェント: 私たちが認識しているアプリの問題はありません。そのアプリをアンインストールしてから再インストールしてみてはいかがでしょうか? ^BCW 顧客: 試してみますが、1 時間試してもチャット ライブに接続できません エージェント: ここでチャットすることもできます。アプリを通じて何を伝えようとしていますか? ^BCW 顧客: この問題を解決する前に試してみました。チャットを使用するか、電話する必要があります。しかし、すべてのあなたの助けに感謝します。すてきな一日を！エージェント: My Fios アプリのチャットは、Facebook メッセンジャーを介して送信されます。必要なものをお知らせください。 ^KMG
顧客は、1 Gbps ダウンしたことがないのになぜ料金を支払わなければならないのかを尋ねています。また、実際の問題に直面しているにもかかわらず、ツールが適切な結果を表示しておらず、問題が反映されていないとも述べています。コンピューターがルーターに直接接続されている場合、インターネットで正確な速度が表示されるとエージェントが返信します。,顧客: サポートから請求書の期限が来るという親切なリマインダーを受け取りました。また、ダウングレードする必要があることを思い出させてください。 1 Gbps ダウンしたことはありません。なぜそれを支払う必要があるのですか？エージェント: これは Verizon 住宅用ですか、それとも Verizon ワイヤレス モバイル用ですか?顧客: 住宅、FiOS。しかし、私は以前に問題を抱えていました。あなたの速度テストツールは私がそうしていると言っていますが、他のすべての速度テストツールは私がそうではないと言っています。エージェント: 私たちのサービスで動作するように設計されているため、速度テスト サイトのみを認識しています。私たちのサイトで得られる速度はどれくらいですか?顧客: 私はあなたのサイトで 988 mbps を下回ったことは一度もありません。信頼できない情報源です、IMO。顧客: 私のインターネットは今のところ問題ありません。私が実際に問題を抱えていても、あなたのツールは問題を報告していないというだけです。予後が「異常は見られない」の場合、判断/トラブルシューティング/助けを求めることは非常に困難です.でテストを実行すると、正確な速度テストが表示されます。 ^ADP 顧客: 理不尽に思われたくないのですが、私のコンピュータにはイーサネット ケーブルがなく、4 年ほど使用していません。客：大丈夫です。現在、問題は発生していません。スピード テスト ツールがすべてである必要はなく、すべてであるというフィードバックを伝えたいだけです。エージェント: イーサネットに直接接続されておらず、Wifi で実行されているデバイスは干渉を受けやすく、結果が低下する可能性があります。私たちのテストは、デバイスが干渉を受けていることを示すだけでなく、ルーターが得ている速度も示しています. ^TXA
顧客は、以前はとても美味しかったブラムリー アップル パイのレシピを変更した理由を知りたがっています。エージェントは、払い戻しを手配できるように、自分の名前と nectar カード番号を探していることを更新します。,顧客: なぜブラムリーアップルパイのレシピを変更したのですか?以前はとても美味しかったのに、今ではどろどろしたリンゴと歯ごたえのあるデメララ シュガーが乗っています? .バーコードの写真を送っていただけますか？ Reid 顧客: Barcode Agent: どの店で購入したか教えてもらえますか?ファイザ。顧客: セインズベリーのローカル - ジャマイカ ロード、バーモンジー エージェント: ありがとうございます。以下のリンクを使用して、氏名と Nectar カード番号を DM で送信できますか? Amanda Customer: これが私の質問に答える唯一の方法ですか?私の名前とネクターカードの詳細が必要ですか?エージェント: こんにちは。払い戻しを手配できるよう、お客様のお名前と Nectar カード番号を探しています。ナオミ
顧客は、hulu が最もランダムな瞬間に一気飲みするだけだと不平を言っています。エージェントは、デバイスとモデム/ルーターを 1 ～ 2 分間再起動するように求めました。,顧客: 球技の「ライブ」ストリームは、Twitter の背後にある 2 つのバッターです。 üòë エージェント: 最小化してほしいというご要望をチームにお知らせできます。ストリーミングの性質上、ケーブルによる若干の遅延があります。顧客: もちろん、最小限に抑えたいと思います。 5分遅れています。 Twitterが結果を台無しにする可能性がある場合は、ライブとは呼ばないでください。エージェント: 通常、遅延はそれよりも短くなります。これは次の作業を行った後に改善されますか? お客様: これは私の設定ではありません。 Huluは、最もランダムな瞬間に一気飲みします。エージェント: 速度が非常に良さそうなので、使用しているデバイスをお知らせください。とりあえず、デバイスを再起動してみてください。モデム/ルーターを 1 ～ 2 分間待ちます。顧客: いいえ、申し訳ありませんが、私はそれを行っていません。ワールドシリーズが開催中です。あなたのアプリは、一方的にストリームを停止し続けます。問題は私のモデムではありません。エージェント: 確かにわかりました。気になる方はゲーム終了後に再起動をお試しください。とりあえず、フィードバックを共有します。
お客様から、新しいフリー フロム チーズが店頭でいつ入手可能になるかについてお問い合わせがありました。エージェントは、顧客が通常どの店舗を訪問するかを尋ね、顧客が希望する製品が利用可能かどうかを近くのすべての店舗で確認できるように、郵便番号を記載した DM に顧客を更新しました。,顧客: 新しい「フリー フロム チーズ」はいつ店頭で入手できますか?エージェント: こんにちは。 TY - Jill Customer: ストラトフォード アポン エイボンとイブシャムを訪れます。ありがとう。エージェント: こんにちは、ルーシー、どちらの店舗にも Free From Cheeses の在庫があります。お探しの特定のチーズはありますか? TY - Jill Customer: それは私が報道で見た新しいものでしたか?特にレインボーペッパーコーン。エージェント: こんにちは、ルーシー。すべての店舗に在庫があるわけではないので、郵便番号を DM で教えてもらえますか? Ty - Reece 顧客: こんにちは、心配しないでください。返信がなかったので確認に行きました。エージェント: こんにちは、ルーシー。お返事が大変遅くなり申し訳ございません。お探しのチーズは見つかりましたか？ - アリシャ。
お客様は、その機能に対してそれ以上の料金を支払うのは公平ではないと不満を漏らしています。より多くのユーザーが Smart Sync を利用できるようにすることを検討しているエージェントの更新と、新しい機能を通じて追加された価値として、価格が専門家に反映されます。,顧客: 2-of-2 - 実際には使用できません。その機能だけでさらに多くを支払うのは公平ではないと思います.エージェント: こんにちは、フィリップ、私たちはより多くのユーザーがスマート シンクを利用できるようにすることを検討しており、Professional の価格は私たちの価値を反映しています... 1/2 エージェント: ...Showcase: Hope などの新機能を追加この情報は役に立ちます！ 2/2 お客様: Tnx!明確にするために-クールな偉業を期待していません。私の pers プランでは、すべての有料エージェントが利用できるようにする必要があるのはスマート シンクです: ガッチャ!明確にしてくれてありがとう、フィリップ。現時点では、Professional + Business のみが利用できますが、喜んで... 1/2 エージェント: ...フィードバックをチームに転送してください。ありがとうございます! 2/2 お客様: ありがとうございます。感謝のエージェント: 心配は無用です。喜んでお手伝いさせていただきます。ハッピー・フライデー！ üé® お客様: 乾杯！あなたも;）
DW CC 2018 (Windows 10) でタッチパッドを使用してスクロールすると、DW がクラッシュするという苦情がお客様から寄せられています。エージェントは、Web エキスパートが月曜日の朝に戻ってくると答え、このバグはかなり前に解決されており、いつ発生するかを確認できると述べています。,顧客: タッチパッドを使用して DW CC 2018 (Windows 10) でスクロールしようとするたびに、DW がクラッシュします。これはとてもイライラします！これは既知のバグですか?エージェント: ダンさん、これは DSW CC 2017 バージョンで起こりましたか?デュアルモニターディスプレイはありますか?これをここに提出してください。 ^SV 顧客: DW-CC 17 で起こったことを思い出せません。オフィスには複数のモニターがありますが、現在はラップトップの画面しか使用していません。エージェント: これについては、ウェブ エキスパートに連絡しました。これはすべてのファイルで発生しますか、それとも 1 つのファイルで発生しますか? ^SV 顧客: 任意のファイル。エージェント: ダン、クラッシュはタッチパッドのみを使用しているときに発生しますか?比較テスト用にマウスを付けてみましたか？これはバグのようですね ^SV 顧客: 今のところマウスを持っていないので、タッチパッドしかありません。エージェント: ダン、ウェブ エキスパートが月曜日の朝に来ます。彼は、クラッシュに関してあなたから追加情報を収集したいと思うかもしれません。 ^SV 顧客: 問題ありません。連絡先はDMでも構いません。エージェント: このバグはかなり前に解決されていますが、再発するかどうかは確認できます。
顧客は、wifi も機能しないのにワークアウト アプリをダウンロードできないと不満を漏らしています。エージェントは、直面しているエラーのスクリーン ショットを送信するよう求めました。,顧客: アプリでワークアウトをダウンロードできません。ヘルプ！エージェント: 私たちはあなたのためにここにいます、アンジェリン。ワークアウトのダウンロード中に特定のエラー メッセージが表示されますか?もしよろしければ、そのスクリーンショットを送っていただけませんか？顧客: エージェント: お手伝いします。 WiFi経由でワークアウトをダウンロードしてみましたか?顧客: はい、あります。どちらも機能しません。エージェント: NTC アプリのどのデバイス、OS、バージョンを使用していますか?お客様: iPhone 7 iOS 11.0.3 NTC 5.7.0 担当者: 念のために言っておきますが、iOS 11.1 にアップデートできますか?
顧客は、時間どおりに製品を配達できなかったという貧弱なサービスについて不満を漏らしています。エージェントは、この問題を調査し、適切な措置を講じると述べています。,顧客: あなたの側からの愚かなサービスは、これ以上使用するつもりはありません エージェント: それはかなりのコメントです!検討したいと思います。何が問題だったのか教えてください。 ^BV 顧客: あなたの幹部は、11 月 17 日までは私を助けることができると答えましたが、それは誕生日が 16 日の贈り物なので、それまで待ちきれません。彼は問題を理解していませんでした。あなたは注文の配送について心配しています。配達予定日までに商品が届くように、時間通りに出荷されますので、ご了承ください。上記の時間枠に間に合わなかったか確認していただけますか?^SF 顧客: はい、注文リストでは昨日配達されたと表示されていますが、今日まで配達されておらず、17 番目のエージェントまで待つことをお勧めします:こちらで詳細を共有してください。すぐに確認いたします。 ^SY 顧客: 大丈夫です。今は返金も製品も必要ないことを重役に伝えました。製品としてのサービスが悪かっただけで問題ありません。今日、10 人の顧客を失ったことを保証します。顧客: 私が受けたサービスの種類e コマースの巨人からの .エージェント: あなたのコメントを確認し、この問題を認識できるようにフィードバックを内部に転送しました。受け取った報告はすべて調査され、適切な措置が取られます。^PJ
ここでは、顧客が帰りのフライトの追加料金について不満を述べています。ここで、エージェントは 2014 年からの新しい料金の詳細とその特典の詳細を提供します。,顧客: Y 帰りのフライトで座席を選択するのに 2 人で 120 ポンドかかりますか?それを買う余裕はありません。エージェント: ヘイ、エイミー、これは 2014 年に導入されましたが、オンライン チェックインが出発の 24 時間前に開始されると、無料で座席を割り当てることができます。または、もし... エージェント: ...あなたがフライング クラブのメンバーなら、出発の 72 時間前に無料で座席を割り当てることができます ^E 顧客: しかし、この時間より前に座席を選択するのになぜそんなに費用がかかるのですか?その£60は何のためですか？エージェント: 1/2 お客様がフライトの前に優先座席を予約するには、手数料がかかります。 ^SR エージェント: 2/2 ただし、フライング クラブに参加すると、出発の 72 時間前まで無料で座席を予約できます。 ^SR 顧客: フライヤーズ クラブに入会したばかりですが、座席はまだ片道 30 ポンドです。エージェント: フライト時間の 72 時間以内で、会員番号が予約に記載されている限り、無料で割り当てることができます ^R
顧客は、Mac 用 Backup Plus Slim を使用して PC でファイルを開こうとすると、ドキュメントの代わりに画像といくつかのテキスト ファイルを開くと不満を漏らしています。エージェントは、Time Machine が PC で復元するように設計されていないことを更新し、この問題を解決するには Apple に連絡することをお勧めします。,顧客: Mac 用の Backup Plus Slim を使用している場合、PC でファイルを開くために、写真といくつかの txt ファイルを開くことができますが、マイ ドキュメントは開けません。ヘルプ！エージェント: PC で外部からマイ ドキュメント データを開こうとすると、具体的にどのようなエラーが表示されますか?ドライブは Mac または PC 用にフォーマットされていますか? 1/2 エージェントとは: お使いの Windows オペレーティング システム?顧客: Windows 8 を使用しています。インストール済みのソフトウェア。フォルダを開こうとすると、読み取り専用ファイルとして表示されます。エージェント: 確認のために、外部ドライブに保存されている「マイ ドキュメント」ファイルを開いていますか?これらのファイルは (1/2) エージェント: 別のコンピューターから手動で移動されましたか? または、ファイルの移動に何らかのバックアップ ソフトウェアが使用されましたか?顧客: 外付けハード ドライブから開いています。 MacBook Pro でファイルを外部ドライブに移動するために TimeMachine を使用しました エージェント: ドライブを Mac に接続します: ファイルをドライブにドラッグ アンド ドロップします。次に、デバイスを PC に接続すると、データにアクセスできるようになります。顧客: 私はもう Mac を持っていません。これを修正する唯一の方法ですか？エージェント: Time Machine は PC で復元するようには設計されていません。これが可能かどうかについては、Apple に問い合わせることをお勧めします。
iPhone 7 を IOS 11.1 にアップデートしたのにカレンダーが機能しないとお客様から苦情がありました。エージェントは、使用しているデバイスと ios のバージョンを尋ね、設定と gt.,顧客: IPhone 7 を IOS 11.1 にアップデートしましたが、カレンダーがまだ機能しません。エージェント: 喜んでお手伝いいたします。カレンダーでどのような問題が発生していますか?顧客: 10 月から 11 月に変更すると、11 月が表示されず、アプリが閉じます。エージェント: お手伝いします。使用しているデバイスと iOS のバージョンは何ですか?これは [設定] &gt; にあります。一般 >だいたい。顧客: それは IOS 11.1 を搭載した iPhone 7 です エージェント: それは 11.1 ベータ版ですか、それとも約 1 時間前にリリースされたばかりの一般リリースですか?顧客: 本日発表された一般リリースです。エージェント: 理解を深めるためです。イベントの日付を変更しますか？それとも日付をスワイプするだけですか？顧客: 日付をスワイプするだけです。エージェント: 分かった。そして、これはデバイスを再起動した後も持続しますか?顧客: はい、そうです。エージェント: わかりました。次のステップのために、さらに深く掘り下げる必要があります。 DMで参加できますか？
顧客は、昨日グルテンフリーのピッタを買ったのに、今日カビが生えてしまったと不平を言っています.エージェントは、ギフトカードを取得するために、このリンクを介して氏名と住所を DM で送信するよう求めました。,顧客: こんにちは、昨日グルテンフリーのピッタを購入しましたが、今日までにカビが生えてしまいました。感心しません。お金を返してください。エージェント: こんにちは、カトリーナ、本当に申し訳ありません!バーコードの写真を送って、どの店から入手したか教えてもらえますか? Dee Customer: ああ、私はびっくりして、すべてがカビで覆われていたので、すぐにそれらを捨てたので、できません!大型店ウォルサムストウ・セインズベリーズの4人の天才ホワイトピッタでした。 12月5日までがベストで、昨日オープンしました。顧客: こんにちは。これに関する最新情報はありますか?私のピッタが24時間でカビが生えたことにまだ満足していません.エージェント: 遅くなってすみません、カトリーナ、私たちのウェブサイトを使ってバーコードを確認していただけますか?内部レビューのために、これをバイヤーと一緒にログに記録します:エージェント: カトリーナの心配は無用です。商品を見つけたばかりなので、その必要はありません。このリンクを使用して、Nectar カード番号を DM で送ってもらえますか?これを返金するためにポイントをポップします。さらに、これが起こったことをお詫びするために少し追加します! Reid 顧客: 私は Nectar カードを持っていません - これは問題ですか?並べてくれてありがとう！エージェント: 問題ありません、カトリーナ。このリンクから氏名と住所を DM で送っていただければ、代わりにギフトカードをお送りします。ロビー
不要な料金が請求されているという顧客の苦情。エージェントは、要求どおりにサービスが無効になったことを顧客に通知します。,顧客: 使用していないアカウントから不必要にお金を差し引くという詐欺行為についてリツイートしてください。あなたの経験についてお詫び申し上げます、ありがとう。 ^SID.客：朝から頼まれてやってます… お世話になるまで続けます。エージェント: こんにちは、このツイートをありがとうございます。 ^TOwo 顧客: だまされたことに感謝する必要はありません... お金を返金していただければ、携帯電話から SIM カードを永久に入手できます... エージェント: こんにちは、あなたの経験についてお詫び申し上げます。ご要望に応じてサービスを停止いたしましたのでご了承ください。ありがとう。 ^TOwo Customer: カスタマー サービス エージェントからそう言われましたが、彼らは私のクレジットを引き落とし続けました.... どうすればいいですか???あなたが差し引くために充電し続けますか?? ?エージェント: こんにちは、ご不便をおかけして申し訳ございません。ご要望に応じてサービスを停止いたしましたのでご了承ください。ありがとう。 ^TOwo エージェント: こんにちは、ご不便をおかけして申し訳ございません。ご要望に応じてサービスを停止いたしましたのでご了承ください。ありがとう。 ^を
