Added,Category,External Link,Framework,Domain,Practice,Title,Description,XML Definition
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-0843,Allowed Processes - Workstations,Allowed Processes - Workstations,"<panel>
      <title>Allowed Processes - Workstations</title>
      <table>
        <title>Processes approved and run.</title>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes where Processes.action=allowed OR Processes.action=success by _time, Processes.process_path, Processes.process_id, Processes.process_name, Processes.dest,
| rename  Processes.process_path as Path, Processes.process_name as Process Processes.dest as Endpoint, Processes.process_id as ""Process ID""
| lookup system_list system_name AS Endpoint
| mvexpand is_workstation
| search is_workstation = 1 system_id=$system_id$
| table _time Path, Process, ""Process ID"", Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
          <sampleRatio>1</sampleRatio>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-0843,Blocked Processes  -  Workstations,Blocked Processes  -  Workstations,"<panel>
      <title>Blocked Processes  -  Workstations</title>
      <table>
        <title>Processes not approved and blocked</title>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes where Processes.action=blocked by _time, Processes.process_path, Processes.process_id, Processes.process_name, Processes.dest,
| rename  Processes.process_path as Path, Processes.process_name as Process Processes.dest as Endpoint, Processes.process_id as ""Process ID""
| lookup system_list system_name AS Endpoint
| mvexpand is_workstation
| search is_workstation = 1 system_id=$system_id$
| table _time Path, Process, ""Process ID"", Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
          <sampleRatio>1</sampleRatio>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-0843,Processes by Action  - Workstations,Processes by Action  - Workstations,"<panel>
      <title>Processes by Action  - Workstations</title>
      <table>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes by _time, Processes.process_path, Processes.process_id, Processes.process_name, Processes.dest,
| rename  Processes.process_path as Path, Processes.process_name as Process Processes.dest as Endpoint, Processes.process_id as ""Process ID""
| lookup system_list system_name AS Endpoint
| mvexpand is_workstation
| search is_workstation = 1 system_id=$system_id$
| table _time Path, Process, ""Process ID"", Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
          <sampleRatio>1</sampleRatio>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-0843,Hosts Reporting Application Control Data - Workstations,Hosts Reporting Application Control Data - Workstations,"<panel>
      <title>Hosts Reporting Application Control Data - Workstations</title>
      <table>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes by  Processes.dest,
| rename Processes.dest as Endpoint
| table Endpoint
| lookup system_list system_name AS Endpoint
| mvexpand is_workstation
| search is_workstation = 1 system_id=$system_id$
| table Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
FALSE,Compute_Inventory,,ISM,Guidelines for System Hardening,ISM-0843,Software Inventory - Workstations - Unapproved Software - Count,Software Inventory - Workstations - Unapproved Software - Count,"<panel>
      <single>
        <title>Software Inventory - Workstations - Unapproved Software - Count</title>
        <search>
          <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.OS All_Inventory.vendor_product=* by All_Inventory.vendor_product, All_Inventory.dest
| rename All_Inventory.vendor_product AS product, All_Inventory.dest as host
| lookup system_list system_name AS host | search is_workstation = 1 system_id=$system_id$
| dedup product
| lookup approved_software_servers product AS product
| mvexpand is_approved
| eval approval_status = if(is_approved == 1, 1, 0)
| stats count by approval_status
| search approval_status = 0
| stats sum(count)
| rename sum(count) AS Unapproved_Vendor_Product_Instances</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
        <option name=""colorBy"">value</option>
        <option name=""colorMode"">block</option>
        <option name=""drilldown"">none</option>
        <option name=""height"">115</option>
        <option name=""numberPrecision"">0</option>
        <option name=""rangeColors"">[""0xf8be34"",""0xf1813f"",""0xdc4e41""]</option>
        <option name=""rangeValues"">[5,10]</option>
        <option name=""refresh.display"">progressbar</option>
        <option name=""showSparkline"">1</option>
        <option name=""showTrendIndicator"">1</option>
        <option name=""trellis.enabled"">0</option>
        <option name=""trellis.scales.shared"">1</option>
        <option name=""trellis.size"">medium</option>
        <option name=""trendColorInterpretation"">standard</option>
        <option name=""trendDisplayMode"">absolute</option>
        <option name=""underLabel"">Count of Unapproved Software Products</option>
        <option name=""unitPosition"">after</option>
        <option name=""useColors"">1</option>
        <option name=""useThousandSeparators"">1</option>
      </single>
    </panel>"
FALSE,Compute_Inventory,,ISM,Guidelines for System Hardening,ISM-0843,Workstations - Installed Software by Host - Tabular,Workstations - Installed Software by Host - Tabular,"<panel>
      <input type=""multiselect"" token=""hostServer_tok"" searchWhenChanged=""true"">
        <label>Workstation(s)</label>
        <choice value=""*"">All</choice>
        <prefix>(</prefix>
        <suffix>)</suffix>
        <initialValue>*</initialValue>
        <valuePrefix>host=""</valuePrefix>
        <valueSuffix>""</valueSuffix>
        <delimiter> OR </delimiter>
        <fieldForLabel>host</fieldForLabel>
        <fieldForValue>host</fieldForValue>
        <search>
          <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.OS All_Inventory.vendor_product=* by All_Inventory.vendor_product, All_Inventory.dest
| rename All_Inventory.vendor_product AS product, All_Inventory.dest as host
| lookup system_list system_name AS host | search is_workstation = 1 system_id=$system_id$
| stats count by host</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
      </input>
      <input type=""multiselect"" token=""product_tok"" searchWhenChanged=""true"">
        <label>Software Product(s)</label>
        <choice value=""*"">All</choice>
        <default>*</default>
        <prefix>(</prefix>
        <suffix>)</suffix>
        <valuePrefix>product=""</valuePrefix>
        <valueSuffix>""</valueSuffix>
        <delimiter> OR </delimiter>
        <fieldForLabel>product</fieldForLabel>
        <fieldForValue>product</fieldForValue>
        <search>
          <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.OS All_Inventory.vendor_product=* by All_Inventory.vendor_product, All_Inventory.dest
| rename All_Inventory.vendor_product AS product, All_Inventory.dest as host
| lookup system_list system_name AS host | search is_workstation = 1 system_id=$system_id$
| stats count by product</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
      </input>
      <input type=""radio"" token=""filter_unapproved_tok"" searchWhenChanged=""true"">
        <label>Show Only Unapproved Products</label>
        <choice value=""*"">False</choice>
        <choice value=""Unapproved_Vendor_Product"">True</choice>
        <default>*</default>
        <initialValue>*</initialValue>
      </input>
      <table>
        <title>Workstations - Installed Software by Host - Tabular</title>
        <search>
          <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.OS All_Inventory.vendor_product=* by All_Inventory.vendor_product, All_Inventory.dest
| rename All_Inventory.vendor_product AS product, All_Inventory.dest as host
| lookup system_list system_name AS host | search is_workstation = 1 system_id=$system_id$
| search $hostServer_tok$ $product_tok$
| lookup approved_software_servers product AS product
| eval approval_status = if (is_unapproved == 1,""Unapproved_Vendor_Product"",""No_Status"")
| search approval_status = ""$filter_unapproved_tok$""
| stats sum(count) as count by host, approval_status, product
| sort -approval_status</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
        <option name=""count"">10</option>
        <option name=""dataOverlayMode"">none</option>
        <option name=""drilldown"">none</option>
        <option name=""percentagesRow"">false</option>
        <option name=""refresh.display"">progressbar</option>
        <option name=""rowNumbers"">false</option>
        <option name=""totalsRow"">false</option>
        <option name=""wrap"">true</option>
      </table>
    </panel>"
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-1490,Allowed Processes - Internet-facing Servers,Allowed Processes - Internet-facing Servers,"<panel>
      <title>Allowed Processes - Internet-facing Servers</title>
      <table>
        <title>Processes approved and run.</title>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes where Processes.action=allowed OR Processes.action=success by _time, Processes.process_path, Processes.process_id, Processes.process_name, Processes.dest,
| rename  Processes.process_path as Path, Processes.process_name as Process Processes.dest as Endpoint, Processes.process_id as ""Process ID""
| lookup system_list system_name AS Endpoint
| search is_internet_facing_server = 1 system_id=$system_id$
| table _time Path, Process, ""Process ID"", Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
          <sampleRatio>1</sampleRatio>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-1490,Blocked Processes - Internet-facing Servers,Blocked Processes - Internet-facing Servers,"<panel>
      <title>Blocked Processes - Internet-facing Servers</title>
      <table>
        <title>Processes not approved and blocked</title>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes where Processes.action=blocked by _time, Processes.process_path, Processes.process_id, Processes.process_name, Processes.dest,
| rename  Processes.process_path as Path, Processes.process_name as Process Processes.dest as Endpoint, Processes.process_id as ""Process ID""
| lookup system_list system_name AS Endpoint
| search is_internet_facing_server = 1 system_id=$system_id$
| table _time Path, Process, ""Process ID"", Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
          <sampleRatio>1</sampleRatio>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-1490,Processes by Action - Internet-facing Servers,Processes by Action - Internet-facing Servers,"<panel>
      <title>Processes by Action - Internet-facing Servers</title>
      <table>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes by _time, Processes.process_path, Processes.process_id, Processes.process_name, Processes.dest,
| rename  Processes.process_path as Path, Processes.process_name as Process Processes.dest as Endpoint, Processes.process_id as ""Process ID""
| lookup system_list system_name AS Endpoint
| search is_internet_facing_server = 1 system_id=$system_id$
| table _time Path, Process, ""Process ID"", Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
          <sampleRatio>1</sampleRatio>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-1490,Hosts Reporting Application Control Data  -  Internet-facing Servers,Hosts Reporting Application Control Data  -  Internet-facing Servers,"<panel>
      <title>Hosts Reporting Application Control Data  -  Internet-facing Servers</title>
      <table>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes by Processes.dest,
| rename Processes.dest as Endpoint
| table Endpoint
| lookup system_list system_name AS Endpoint
| search is_internet_facing_server = 1 system_id=$system_id$
| table Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
FALSE,Compute_Inventory,,ISM,Guidelines for System Hardening,ISM-1490,Software Inventory - Internet-Facing Servers - Unapproved Software - Count,Software Inventory - Internet-Facing Servers - Unapproved Software - Count,"<panel>
      <single>
        <title>Software Inventory - Internet-Facing Servers - Unapproved Software - Count</title>
        <search>
          <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.OS All_Inventory.vendor_product=* by All_Inventory.vendor_product, All_Inventory.dest
| rename All_Inventory.vendor_product AS product, All_Inventory.dest as host
| lookup system_list system_name AS host | search is_internet_facing_server = 1 system_id=$system_id$
| dedup product
| lookup approved_software_servers product AS product
| mvexpand is_approved
| eval approval_status = if(is_approved == 1, 1, 0)
| stats count by approval_status
| search approval_status = 0
| stats sum(count)
| rename sum(count) AS Unapproved_Vendor_Product_Instances</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
        <option name=""colorBy"">value</option>
        <option name=""colorMode"">block</option>
        <option name=""drilldown"">none</option>
        <option name=""height"">115</option>
        <option name=""numberPrecision"">0</option>
        <option name=""rangeColors"">[""0xf8be34"",""0xf1813f"",""0xdc4e41""]</option>
        <option name=""rangeValues"">[5,10]</option>
        <option name=""refresh.display"">progressbar</option>
        <option name=""showSparkline"">1</option>
        <option name=""showTrendIndicator"">1</option>
        <option name=""trellis.enabled"">0</option>
        <option name=""trellis.scales.shared"">1</option>
        <option name=""trellis.size"">medium</option>
        <option name=""trendColorInterpretation"">standard</option>
        <option name=""trendDisplayMode"">absolute</option>
        <option name=""underLabel"">Count of Unapproved Software Products</option>
        <option name=""unitPosition"">after</option>
        <option name=""useColors"">1</option>
        <option name=""useThousandSeparators"">1</option>
      </single>
    </panel>"
FALSE,Compute_Inventory,,ISM,Guidelines for System Hardening,ISM-1490,Internet-Facing Servers - Installed Software by Host - Tabular,Internet-Facing Servers - Installed Software by Host - Tabular,"<panel>
      <input type=""multiselect"" token=""hostServer_tok"" searchWhenChanged=""true"">
        <label>Server(s)</label>
        <choice value=""*"">All</choice>
        <prefix>(</prefix>
        <suffix>)</suffix>
        <initialValue>*</initialValue>
        <valuePrefix>host=""</valuePrefix>
        <valueSuffix>""</valueSuffix>
        <delimiter> OR </delimiter>
        <fieldForLabel>host</fieldForLabel>
        <fieldForValue>host</fieldForValue>
        <search>
          <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.OS All_Inventory.vendor_product=* by All_Inventory.vendor_product, All_Inventory.dest
| rename All_Inventory.vendor_product AS product, All_Inventory.dest as host
| lookup system_list system_name AS host | search is_internet_facing_server = 1 system_id=$system_id$
| stats count by host</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
      </input>
      <input type=""multiselect"" token=""product_tok"" searchWhenChanged=""true"">
        <label>Software Product(s)</label>
        <choice value=""*"">All</choice>
        <default>*</default>
        <prefix>(</prefix>
        <suffix>)</suffix>
        <valuePrefix>product=""</valuePrefix>
        <valueSuffix>""</valueSuffix>
        <delimiter> OR </delimiter>
        <fieldForLabel>product</fieldForLabel>
        <fieldForValue>product</fieldForValue>
        <search>
          <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.OS All_Inventory.vendor_product=* by All_Inventory.vendor_product, All_Inventory.dest
| rename All_Inventory.vendor_product AS product, All_Inventory.dest as host
| lookup system_list system_name AS host | search is_internet_facing_server = 1 system_id=$system_id$
| stats count by product</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
      </input>
      <input type=""radio"" token=""filter_unapproved_tok"" searchWhenChanged=""true"">
        <label>Show Only Unapproved Products</label>
        <choice value=""*"">False</choice>
        <choice value=""Unapproved_Vendor_Product"">True</choice>
        <default>*</default>
        <initialValue>*</initialValue>
      </input>
      <table>
        <title>Internet-Facing Servers - Installed Software by Host - Tabular</title>
        <search>
          <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.OS All_Inventory.vendor_product=* by All_Inventory.vendor_product, All_Inventory.dest
| rename All_Inventory.vendor_product AS product, All_Inventory.dest as host
| lookup system_list system_name AS host | search is_internet_facing_server = 1 system_id=$system_id$
| search $hostServer_tok$ $product_tok$
| lookup approved_software_servers product AS product
| eval approval_status = if (is_unapproved == 1,""Unapproved_Vendor_Product"",""No_Status"")
| search approval_status = ""$filter_unapproved_tok$""
| stats sum(count) as count by host, approval_status, product
| sort -approval_status</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
        <option name=""count"">10</option>
        <option name=""dataOverlayMode"">none</option>
        <option name=""drilldown"">none</option>
        <option name=""percentagesRow"">false</option>
        <option name=""refresh.display"">progressbar</option>
        <option name=""rowNumbers"">false</option>
        <option name=""totalsRow"">false</option>
        <option name=""wrap"">true</option>
      </table>
    </panel>"
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-1656,Allowed Processes - Non-internet-facing Servers,Allowed Processes - Non-internet-facing Servers,"<panel>
      <title>Allowed Processes - Non-internet-facing Servers</title>
      <table>
        <title>Processes approved and run.</title>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes where Processes.action=allowed OR Processes.action=success by _time, Processes.process_path, Processes.process_id, Processes.process_name, Processes.dest,
| rename  Processes.process_path as Path, Processes.process_name as Process Processes.dest as Endpoint, Processes.process_id as ""Process ID""
| lookup system_list system_name AS Endpoint
| search is_non_internet_facing_server = 1 system_id=$system_id$
| table _time Path, Process, ""Process ID"", Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
          <sampleRatio>1</sampleRatio>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-1656,Blocked Processes - Non-internet-facing Servers,Blocked Processes - Non-internet-facing Servers,"<panel>
      <title>Blocked Processes - Non-internet-facing Servers</title>
      <table>
        <title>Processes not approved and blocked</title>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes where Processes.action=blocked by _time, Processes.process_path, Processes.process_id, Processes.process_name, Processes.dest,
| rename  Processes.process_path as Path, Processes.process_name as Process Processes.dest as Endpoint, Processes.process_id as ""Process ID""
| lookup system_list system_name AS Endpoint
| search is_non_internet_facing_server = 1 system_id=$system_id$
| table _time Path, Process, ""Process ID"", Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
          <sampleRatio>1</sampleRatio>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-1656,Processes by Action - Non-internet-facing Servers,Processes by Action - Non-internet-facing Servers,"<panel>
      <title>Processes by Action - Non-internet-facing Servers</title>
      <table>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes by _time, Processes.process_path, Processes.process_id, Processes.process_name, Processes.dest,
| rename  Processes.process_path as Path, Processes.process_name as Process Processes.dest as Endpoint, Processes.process_id as ""Process ID""
| lookup system_list system_name AS Endpoint
| search is_non_internet_facing_server = 1 system_id=$system_id$
| table _time Path, Process, ""Process ID"", Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
          <sampleRatio>1</sampleRatio>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-1656,Hosts Reporting Application Control Data - Non-internet-facing Servers,Hosts Reporting Application Control Data - Non-internet-facing Servers,"<panel>
      <title>Hosts Reporting Application Control Data - Non-internet-facing Servers</title>
      <table>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes by  Processes.dest,
| rename Processes.dest as Endpoint
| table Endpoint
| lookup system_list system_name AS Endpoint
| search is_non_internet_facing_server = 1 system_id=$system_id$
| table Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
FALSE,Compute_Inventory,,ISM,Guidelines for System Hardening,ISM-1656,Software Inventory - Non-internet-facing Servers - Unapproved Software - Count,Software Inventory - Non-internet-facing Servers - Unapproved Software - Count,"<panel>
      <single>
        <title>Software Inventory - Non-internet-facing Servers - Unapproved Software - Count</title>
        <search>
          <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.OS All_Inventory.vendor_product=* by All_Inventory.vendor_product, All_Inventory.dest
| rename All_Inventory.vendor_product AS product, All_Inventory.dest as host
| lookup system_list system_name AS host | search is_non_internet_facing_server = 1 system_id=$system_id$
| dedup product
| lookup approved_software_servers product AS product
| mvexpand is_approved
| eval approval_status = if(is_approved == 1, 1, 0)
| stats count by approval_status
| search approval_status = 0
| stats sum(count)
| rename sum(count) AS Unapproved_Vendor_Product_Instances</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
        <option name=""colorBy"">value</option>
        <option name=""colorMode"">block</option>
        <option name=""drilldown"">none</option>
        <option name=""height"">115</option>
        <option name=""numberPrecision"">0</option>
        <option name=""rangeColors"">[""0xf8be34"",""0xf1813f"",""0xdc4e41""]</option>
        <option name=""rangeValues"">[5,10]</option>
        <option name=""refresh.display"">progressbar</option>
        <option name=""showSparkline"">1</option>
        <option name=""showTrendIndicator"">1</option>
        <option name=""trellis.enabled"">0</option>
        <option name=""trellis.scales.shared"">1</option>
        <option name=""trellis.size"">medium</option>
        <option name=""trendColorInterpretation"">standard</option>
        <option name=""trendDisplayMode"">absolute</option>
        <option name=""underLabel"">Count of Unapproved Software Products</option>
        <option name=""unitPosition"">after</option>
        <option name=""useColors"">1</option>
        <option name=""useThousandSeparators"">1</option>
      </single>
    </panel>"
FALSE,Compute_Inventory,,ISM,Guidelines for System Hardening,ISM-1656,Non-internet-facing Severs - Installed Software by Host - Tabular,Non-internet-facing Severs - Installed Software by Host - Tabular,"<panel>
      <input type=""multiselect"" token=""hostServer_tok"" searchWhenChanged=""true"">
        <label>Server(s)</label>
        <choice value=""*"">All</choice>
        <prefix>(</prefix>
        <suffix>)</suffix>
        <initialValue>*</initialValue>
        <valuePrefix>host=""</valuePrefix>
        <valueSuffix>""</valueSuffix>
        <delimiter> OR </delimiter>
        <fieldForLabel>host</fieldForLabel>
        <fieldForValue>host</fieldForValue>
        <search>
          <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.OS All_Inventory.vendor_product=* by All_Inventory.vendor_product, All_Inventory.dest
| rename All_Inventory.vendor_product AS product, All_Inventory.dest as host
| lookup system_list system_name AS host | search is_non_internet_facing_server = 1 system_id=$system_id$
| stats count by host</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
      </input>
      <input type=""multiselect"" token=""product_tok"" searchWhenChanged=""true"">
        <label>Software Product(s)</label>
        <choice value=""*"">All</choice>
        <default>*</default>
        <prefix>(</prefix>
        <suffix>)</suffix>
        <valuePrefix>product=""</valuePrefix>
        <valueSuffix>""</valueSuffix>
        <delimiter> OR </delimiter>
        <fieldForLabel>product</fieldForLabel>
        <fieldForValue>product</fieldForValue>
        <search>
          <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.OS All_Inventory.vendor_product=* by All_Inventory.vendor_product, All_Inventory.dest
| rename All_Inventory.vendor_product AS product, All_Inventory.dest as host
| lookup system_list system_name AS host | search is_non_internet_facing_server = 1 system_id=$system_id$
| stats count by product</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
      </input>
      <input type=""radio"" token=""filter_unapproved_tok"" searchWhenChanged=""true"">
        <label>Show Only Unapproved Products</label>
        <choice value=""*"">False</choice>
        <choice value=""Unapproved_Vendor_Product"">True</choice>
        <default>*</default>
        <initialValue>*</initialValue>
      </input>
      <table>
        <title>Non-internet-facing Severs - Installed Software by Host - Tabular</title>
        <search>
          <query>| tstats count from datamodel=Compute_Inventory where nodename=All_Inventory.OS All_Inventory.vendor_product=* by All_Inventory.vendor_product, All_Inventory.dest
| rename All_Inventory.vendor_product AS product, All_Inventory.dest as host
| lookup system_list system_name AS host | search is_non_internet_facing_server = 1 system_id=$system_id$
| search $hostServer_tok$ $product_tok$
| lookup approved_software_servers product AS product
| eval approval_status = if (is_unapproved == 1,""Unapproved_Vendor_Product"",""No_Status"")
| search approval_status = ""$filter_unapproved_tok$""
| stats sum(count) as count by host, approval_status, product
| sort -approval_status</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
        <option name=""count"">10</option>
        <option name=""dataOverlayMode"">none</option>
        <option name=""drilldown"">none</option>
        <option name=""percentagesRow"">false</option>
        <option name=""rowNumbers"">false</option>
        <option name=""totalsRow"">false</option>
        <option name=""wrap"">true</option>
      </table>
    </panel>"
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-1662,Allowed Processes - Non-internet-facing Servers,Allowed Processes - Non-internet-facing Servers,"<panel>
      <title>Allowed Processes - Non-internet-facing Servers</title>
      <table>
        <title>Processes approved and run.</title>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes where Processes.action=allowed OR Processes.action=success by _time, Processes.process_path, Processes.process_id, Processes.process_name, Processes.dest,
| rename  Processes.process_path as Path, Processes.process_name as Process Processes.dest as Endpoint, Processes.process_id as ""Process ID""
| lookup system_list system_name AS Endpoint
| search is_non_internet_facing_server = 1 system_id=$system_id$
| table _time Path, Process, ""Process ID"", Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
          <sampleRatio>1</sampleRatio>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-1662,Blocked Processes - Non-internet-facing Servers,Blocked Processes - Non-internet-facing Servers,"<panel>
      <title>Blocked Processes - Non-internet-facing Servers</title>
      <table>
        <title>Processes not approved and blocked</title>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes where Processes.action=blocked by _time, Processes.process_path, Processes.process_id, Processes.process_name, Processes.dest,
| rename  Processes.process_path as Path, Processes.process_name as Process Processes.dest as Endpoint, Processes.process_id as ""Process ID""
| lookup system_list system_name AS Endpoint
| search is_non_internet_facing_server = 1 system_id=$system_id$
| table _time Path, Process, ""Process ID"", Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
          <sampleRatio>1</sampleRatio>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-1662,Processes by Action - Non-internet-facing Servers,Processes by Action - Non-internet-facing Servers,"<panel>
      <title>Processes by Action - Non-internet-facing Servers</title>
      <table>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes by _time, Processes.process_path, Processes.process_id, Processes.process_name, Processes.dest,
| rename  Processes.process_path as Path, Processes.process_name as Process Processes.dest as Endpoint, Processes.process_id as ""Process ID""
| lookup system_list system_name AS Endpoint
| search is_non_internet_facing_server = 1 system_id=$system_id$
| table _time Path, Process, ""Process ID"", Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
          <sampleRatio>1</sampleRatio>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
FALSE,Endpoint,,ISM,Guidelines for System Hardening,ISM-1662,Hosts Reporting Application Control Data - Non-internet-facing Servers,Hosts Reporting Application Control Data - Non-internet-facing Servers,"<panel>
      <title>Hosts Reporting Application Control Data - Non-internet-facing Servers</title>
      <table>
        <search>
          <query>| tstats count from datamodel=Endpoint.Processes by  Processes.dest,
| rename Processes.dest as Endpoint
| table Endpoint
| lookup system_list system_name AS Endpoint
| search is_non_internet_facing_server = 1 system_id=$system_id$
| table Endpoint</query>
          <earliest>$time_tok.earliest$</earliest>
          <latest>$time_tok.latest$</latest>
        </search>
        <option name=""drilldown"">none</option>
        <option name=""refresh.display"">progressbar</option>
      </table>
    </panel>"
