Tier,Config,Section,Stanza,Property,Default_Value,New_Value,Unit,Notes,Description,Info
Workload Management,workload_pools.conf,,[general],workload_pool_base_dir_name,splunk,splunk,string,,"* Specifies the base controller directory name for Splunk cgroups on Linux that is   used by a Splunk deployment. * Workload pools created from the workload management page are all created relative   to this base directory. * This setting is only applicable when workload management has been enabled in   the system. If workload management has been enabled, this is a mandatory setting. * Default: splunk",
Workload Management,workload_pools.conf,,[workload_category:ingest],cpu_weight,,45,number,,Specifies the cpu weight to be used by this workload pool. * This is a percentage of the total cpu resources available to the category to   which the pool belongs.,
Workload Management,workload_pools.conf,,[workload_category:ingest],mem_weight,,100,number,,* Specifies the memory weight to be used by this workload pool. * This is a percentage of the total memory resources available to the category to   which the pool belongs. * This is a mandatory parameter for the creation of a workload pool and only   allows positive integral values.,
Workload Management,workload_pools.conf,,[workload_category:misc],cpu_weight,,5,number,,Specifies the cpu weight to be used by this workload pool. * This is a percentage of the total cpu resources available to the category to   which the pool belongs.,
Workload Management,workload_pools.conf,,[workload_category:misc],mem_weight,,5,number,,* Specifies the memory weight to be used by this workload pool. * This is a percentage of the total memory resources available to the category to   which the pool belongs. * This is a mandatory parameter for the creation of a workload pool and only   allows positive integral values.,
Workload Management,workload_pools.conf,,[workload_category:search],cpu_weight,,50,number,,Specifies the cpu weight to be used by this workload pool. * This is a percentage of the total cpu resources available to the category to   which the pool belongs.,
Workload Management,workload_pools.conf,,[workload_category:search],mem_weight,,65,number,,* Specifies the memory weight to be used by this workload pool. * This is a percentage of the total memory resources available to the category to   which the pool belongs. * This is a mandatory parameter for the creation of a workload pool and only   allows positive integral values.,
Workload Management,workload_pools.conf,,[workload_pool:high_perf],category,,search,string,," Specifies the category to which this workload pool belongs. * Required to create a workload pool. * Valid categories are ""search"",""misc"" and ""ingest"". * The ""ingest"" and ""misc"" categories each contain one pool only, which is the   default_pool for the respective category.",
Workload Management,workload_pools.conf,,[workload_pool:high_perf],cpu_weight,,60,number,,Specifies the cpu weight to be used by this workload pool. * This is a percentage of the total cpu resources available to the category to   which the pool belongs.,
Workload Management,workload_pools.conf,,[workload_pool:high_perf],default_category_pool,,0,boolean,,"* Specifies if this pool is the default pool for its category. * Admin users can specify workload pools associated with roles. If no workload   pool is found, the default_pool defined for this category is used. * The first pool that is added to a category has this value set to 1. * All other pools have this value set to 0. * Required if workload management is enabled.",
Workload Management,workload_pools.conf,,[workload_pool:high_perf],mem_weight,,100,number,,* Specifies the memory weight to be used by this workload pool. * This is a percentage of the total memory resources available to the category to   which the pool belongs. * This is a mandatory parameter for the creation of a workload pool and only   allows positive integral values.,
Workload Management,workload_pools.conf,,[workload_pool:ingest_pool],category,,ingest,string,," Specifies the category to which this workload pool belongs. * Required to create a workload pool. * Valid categories are ""search"",""misc"" and ""ingest"". * The ""ingest"" and ""misc"" categories each contain one pool only, which is the   default_pool for the respective category.",
Workload Management,workload_pools.conf,,[workload_pool:ingest_pool],cpu_weight,,100,number,,Specifies the cpu weight to be used by this workload pool. * This is a percentage of the total cpu resources available to the category to   which the pool belongs.,
Workload Management,workload_pools.conf,,[workload_pool:ingest_pool],default_category_pool,,1,boolean,,"* Specifies if this pool is the default pool for its category. * Admin users can specify workload pools associated with roles. If no workload   pool is found, the default_pool defined for this category is used. * The first pool that is added to a category has this value set to 1. * All other pools have this value set to 0. * Required if workload management is enabled.",
Workload Management,workload_pools.conf,,[workload_pool:ingest_pool],mem_weight,,100,number,,* Specifies the memory weight to be used by this workload pool. * This is a percentage of the total memory resources available to the category to   which the pool belongs. * This is a mandatory parameter for the creation of a workload pool and only   allows positive integral values.,
Workload Management,workload_pools.conf,,[workload_pool:limited_perf],category,,search,string,," Specifies the category to which this workload pool belongs. * Required to create a workload pool. * Valid categories are ""search"",""misc"" and ""ingest"". * The ""ingest"" and ""misc"" categories each contain one pool only, which is the   default_pool for the respective category.",
Workload Management,workload_pools.conf,,[workload_pool:limited_perf],cpu_weight,,5,number,,Specifies the cpu weight to be used by this workload pool. * This is a percentage of the total cpu resources available to the category to   which the pool belongs.,
Workload Management,workload_pools.conf,,[workload_pool:limited_perf],default_category_pool,,0,boolean,,"* Specifies if this pool is the default pool for its category. * Admin users can specify workload pools associated with roles. If no workload   pool is found, the default_pool defined for this category is used. * The first pool that is added to a category has this value set to 1. * All other pools have this value set to 0. * Required if workload management is enabled.",
Workload Management,workload_pools.conf,,[workload_pool:limited_perf],mem_weight,,100,number,,* Specifies the memory weight to be used by this workload pool. * This is a percentage of the total memory resources available to the category to   which the pool belongs. * This is a mandatory parameter for the creation of a workload pool and only   allows positive integral values.,
Workload Management,workload_pools.conf,,[workload_pool:misc_pool],category,,misc,string,," Specifies the category to which this workload pool belongs. * Required to create a workload pool. * Valid categories are ""search"",""misc"" and ""ingest"". * The ""ingest"" and ""misc"" categories each contain one pool only, which is the   default_pool for the respective category.",
Workload Management,workload_pools.conf,,[workload_pool:misc_pool],cpu_weight,,100,number,,Specifies the cpu weight to be used by this workload pool. * This is a percentage of the total cpu resources available to the category to   which the pool belongs.,
Workload Management,workload_pools.conf,,[workload_pool:misc_pool],default_category_pool,,1,boolean,,"* Specifies if this pool is the default pool for its category. * Admin users can specify workload pools associated with roles. If no workload   pool is found, the default_pool defined for this category is used. * The first pool that is added to a category has this value set to 1. * All other pools have this value set to 0. * Required if workload management is enabled.",
Workload Management,workload_pools.conf,,[workload_pool:misc_pool],mem_weight,,100,number,,* Specifies the memory weight to be used by this workload pool. * This is a percentage of the total memory resources available to the category to   which the pool belongs. * This is a mandatory parameter for the creation of a workload pool and only   allows positive integral values.,
Workload Management,workload_pools.conf,,[workload_pool:standard_perf],category,,search,string,," Specifies the category to which this workload pool belongs. * Required to create a workload pool. * Valid categories are ""search"",""misc"" and ""ingest"". * The ""ingest"" and ""misc"" categories each contain one pool only, which is the   default_pool for the respective category.",
Workload Management,workload_pools.conf,,[workload_pool:standard_perf],cpu_weight,,35,number,,Specifies the cpu weight to be used by this workload pool. * This is a percentage of the total cpu resources available to the category to   which the pool belongs.,
Workload Management,workload_pools.conf,,[workload_pool:standard_perf],default_category_pool,,1,boolean,,"* Specifies if this pool is the default pool for its category. * Admin users can specify workload pools associated with roles. If no workload   pool is found, the default_pool defined for this category is used. * The first pool that is added to a category has this value set to 1. * All other pools have this value set to 0. * Required if workload management is enabled.",
Workload Management,workload_pools.conf,,[workload_pool:standard_perf],mem_weight,,100,number,,* Specifies the memory weight to be used by this workload pool. * This is a percentage of the total memory resources available to the category to   which the pool belongs. * This is a mandatory parameter for the creation of a workload pool and only   allows positive integral values.,
